message,genre,related
dyin thirst martisan bi itsmedicine without frontier brought food water u,direct,1
need help house destroyed delmas staying thomassin,direct,1
pewoden fifth section departemen lartibonite lettin u know today plan injured eartquake like many p,direct,1
people went back live left u empty handed asking people concerned bring help almost people living difficult situation right,direct,1
plea renaissance village new road dying hunger plea help tn new road road built army link city solei directly national highway many old sugarcane worker village turned slum poor residential neighbor hod area,direct,1
earthquake cannot call body even ihave signal,direct,1
earthquake canot talk nobody even,direct,1
there one cybercafe town called mole,direct,0
salut help u actually adress ciper cafe working send later tn several message yesterday suspect guy advertising running,direct,0
please need help altidor center thomassin,direct,1
people monseigneur giyou slelak street dying hunger tn monseigneur giyou residential neighborhood near st therese school downtown,direct,1
address new life bo kay st fille,direct,0
net one wit latortue functioning zone dekawo fredo net ap f,direct,0
would ask goverment counseil could take people pop mall saint nicolas cause people sellin message insuficients,direct,1
price doubled food mole saint nicolas cup corn gdes,direct,0
dont working cyber region,direct,0
association named j b jeune bon repos pour le developpement mole st nicolas asked food people saint nicolas cost dolars translator note thats much,direct,1
people cannot find food hunger killing please send police street vendor lower price food,direct,1
there problem signal block transaction,direct,0
good day digicel give chance ca call someone please,direct,0
good day sweetheart love forever baby,direct,0
association youth bon repos development mole st nicolas market trying find gasoline gallon,direct,1
working hospital present taking care wounded people people gynecological issue fever sickness,direct,1
good evening organization helping haiti capital need help south many people left portauprince nothing hungry please help,direct,1
good day digicel dont know ur web address,direct,0
hello mom call cannot get,direct,0
bra balanse please think thank advance,direct,0
spam message receiving money verifying account number etc,direct,1
day without food carfour debwos yard acra gotten u please help ask someone get u,direct,1
cant get phone digicel,direct,0
people problem food people,direct,1
cyber cafe near open power battery charge one hope,direct,1
would callin give somewhere could talk meet u,direct,1
please help u hungry thirsty siko go longer die,direct,1
street haitien coast guard next edh wish electric company road pls send authoritiy resposable street thank,direct,1
please please church saint antoine st anthony church located nazon portauprince downtown impasse medilien street dead end street people still trapped rubble please come help u please nazon,direct,1
please send teck optyon,direct,1
please need food water medicine malik zone bosye,direct,1
leogane need food water medicine live ti riviere massone,direct,1
need tent please thank,direct,1
eya asking urgent care elderly,direct,1
im front embassy call,direct,0
mais gate treize village zao impasse help salou,direct,1
need help starvin grand goave please,direct,1
please cyber cafe service information noted within text,direct,0
self eplanatory read text msg,direct,0
would like come haiti ive suffered much cannot take anymore internet im write phone please,direct,1
need help water food merger leogane roadmerger could also mean road merge sure,direct,1
avenue n rue chili right american base dont food,direct,1
goodday cybercafe available route national near corner vincent,direct,0
merge road leogane st antoine need food water,direct,1
request minute ask help,direct,1
organization working haiti way taking care family,direct,1
crawl help u cite boston route nationale,direct,1
would like know aid people champds de mar carrefour fueille dont see anything serious going everything top everything,direct,1
lizon area lower figye bon repos la plaine dont money food please help u,direct,1
thank follow give message important tell,direct,0
bandit come portauprince,direct,1
speak french well speak spanish well speak information,direct,0
goodmournig name mocdep communotary movement development little boucan grecier serve spoke person population give,direct,1
without home rue panamericaine need food water,direct,1
need help r hangry v nothing,direct,1
church leglise evangelique claude noel inside please bring food water u,direct,1
please profession mechanic truck driver car driver operator loarder excavator thank patience spent night name jesus,direct,1
cold front hit cuba morning could move haiti isolated rain shower still forecasted region evening,direct,1
ip opa available straphaeldondon north end sm message truncated,direct,1
anything left clothes wearingg lost everything proffessional study accounting,direct,1
im fontamara road blocked there food please come,direct,1
digicel please cannot make phone call see,direct,0
would like help people south department alot malade wounded,direct,1
people coming department coming portauprince baks open serve,direct,1
im port au prince house destroyed im fine family,direct,1
panamerican street cannot count amount victim since energy gas area need mostly cooked food drinkable water,direct,1
please alone id like know somebody would like adopt adolescent please adopt,direct,1
cyber cafe working,direct,0
need water food please help u dont help clercine,direct,1
send info croix de bouquet please,direct,0
located route freres impasse fortin bit granit market,direct,0
carrefour feuilles slum west portauprince rest message make sense,direct,1
student group portauprince arrived portdepaix save anything lost everything need help counting u,direct,1
there internet santo signal lost fast,direct,0
rochebateaux need call family put calling card phone please let know im trying reach,direct,1
erice street zone peguyville petion ville area,direct,0
let radio station begin mission q,direct,0
please find way amuse people help stress,direct,0
meteo might get rain,direct,1
pestel people keep coming food missing difficult make phone call,direct,1
people grand goave would like ask authority human like rest peple island help since january,direct,1
need water food medical care village monpelye rue de pylon delma merci,direct,1
good evening usa soldier still suffer great event would love handle presence authority thank,direct,0
even little water find people,direct,1
grand goave sack rice selling dollar rarely could get,direct,0
written since yesterday yet receive help seen nothing done please help suffering,direct,1
good night please need call urgently whole neighborhood thank,direct,1
simple location name place street number town,direct,0
writing since yesterday asking help yet receive anything without shelter still suffering,direct,1
need information travelling canada,direct,0
havent received anything term aid example nee food medicine doctor tent sleep okay sid,direct,1
help u pelerin provide transportation,direct,1
hello sent sm alredy yet recive aid please respond give site west rue terre rouge ebenezer church,direct,1
need telephone card call,direct,0
person would like mode transportation,direct,0
scout southcayes camp perrin eats localize local scout southcayes camp perrin food local people gps location may verify look camp perrin,direct,1
department sid zon banbou something killing please tell someone,direct,0
could please speak french speak english thank,direct,0
hi leave gressier really far nobody ever showed help u,direct,1
people dead living hungry please help u,direct,1
cyber cafe carefour wayne working sent rep bring food u waiting help,direct,1
many u mangonese street christroi pap need food water tent medical assistance,direct,1
urjent need need food pver people family without shelter wounded petion ville near pernier,direct,1
one manager distribuition hisher car,direct,0
please staying church wounded dire need food water gas house completely leveled,direct,1
family friend know tell alive thanks god,direct,1
digicel something u please danger want talk family,direct,1
one go buy ticket leave,direct,0
message received french creole,direct,0
new life situated center city jeremi,direct,1
im trying call people going,direct,0
lost house escaped time parent,direct,1
asking call number number truncated number usa note please review number put together,direct,0
address latan imp de fleurs number please hurry nee water food sheet baby noting,direct,1
need food etc croixdesmission rail street thank understanding,direct,1
large group victim need water u high blood pressure,direct,1
many people came city le cayes nowhere stay,direct,1
graphic designer professional,direct,0
please trapped restaurant rue du centre portauprince please send help please,direct,1
one ever came delmas water drink lot people died body smell thank,direct,1
good morning heard live canape vert sainthilaire need help never got,direct,0
need help carrefour area devastated lot problem since quake,direct,1
water mariani carrefour,direct,1
water food please make way u,direct,1
could please send minute call come pick hungry please,direct,1
area ranche croix de bouquet water food,direct,1
please refill cell need call family card petionville,direct,1
ile la tortue lot people come disaster area portauprince nothing need,direct,1
lespinas around fort jacques area fermathe upper petionville house destroyed everything wi please need food thank,direct,1
good morning haiti need father godfather find food u eat place u sleep address near pot lathan royal b c number,direct,1
received many wounded people staff supply need specialist immacule conception hospital thank,direct,1
dress wore last tuesday please help portdepaix pdep best estimate urgent,direct,1
victim need assistance,direct,1
right behind airport food water kind problem please help u waiting,direct,1
need lot help please martissant especially rubble need food water medicaton victim thank much,direct,1
ask help go cailles go family please thank,direct,0
fort jacques near alexandre house destroyed food please help u,direct,1
sarte dead end philadelphia nothing left food,direct,1
wrote never brought anything need know longer help thank location,direct,0
please help u hunger doesnt kill child,direct,1
problem consist food underwear god grace come aid,direct,1
need help pax vila crematorium havent received anything thanks,direct,1
would like know timedate commercial flight u please,direct,0
help rlle du travail au college lamartinere help u need note could locate map,direct,1
trying give info,direct,1
thing difficult child thanks,direct,1
provided aid kabar meanwhile people street,direct,1
tonight lot problem,direct,0
mom dad blind im sick ulcer stomach hurt,direct,1
sm people giving aid rue magloire ambroise little farther church wesley dying thirst hunger well please help u,direct,1
group consisting social worker psychologist sociologist based gves since disaster would like offer psychological assiatnce,direct,1
laboule prolongee section prosi food structure,direct,1
family still road assume shelter area mariani tete source part road morne bateau gressier,direct,1
lypedha organization need support another organization every boby around world help peaple area food water,direct,1
big problem hermane little girl mom disappeared passport everythig missing tell find,direct,1
need help close college lamartiniere house made metal need food water people,direct,1
asking help gresey hill receiving help asking autorities help,direct,1
need help gonaives raboto hospital packed injured need doctor water medicine food many gonaives,direct,1
send mesage behalf neighbourhood live nazon logan street need help need water food othe rest message truncated,direct,1
organization lypedha area lack water food doctor officer kind came area,direct,1
broken well say anything u oh goodness help u come save would please brenda hospital le cayes room14 suffering alot alot,direct,1
city wanted help please need food water wear house beacause house destroyed catastroph stre,direct,1
mother child child sister died child another brother died i1 child brother husband died total child responsibility note track phone,direct,1
ok dont enough money help mother face dificult life living right please think,direct,1
people charge supposed served brief delay,direct,1
hi electronic technician foreman student computer repair wife computer technician conclude need,direct,1
r dying hunger fontamara dont home,direct,1
dying hunger located source corrosol eglise de dieu life approx people note could find th map,direct,1
please ask urgent help population fampak loger survive misery located route de damien ruelle fampak fampak shelter neighbourhood,direct,1
hello problem want make international call dont enough minute please help,direct,1
need security wait help say thanks,direct,1
still help gressier leogane suffering please help,direct,1
would like thank country responded positively actively haiti natural disaster minute country,direct,1
thanks help counting,direct,0
need food medical supply bab sick high fever,direct,1
please still counted victim drama occured tired sending message tell la gonave longer survive famin empty stomach overwhelming urgent respond,direct,1
ajacdeb association young haiti development beauduy neighboring area write let know victim isnt,direct,1
make inventory lot destryed house lot injured people lot dead catastrophy please make effort people address route de freres perrier need serious help,direct,1
cannot go gave address need come check,direct,1
need baby food milk food drinking water,direct,1
need card cell phone cause want call uncle republique dominicaine santo domingo adresse delmas thanks,direct,0
inform earthquale jnauary th cost huge loss life left refugee reason asking,direct,1
people dal carrefour limy street need water medication food,direct,1
see cybercafe let know see one,direct,1
find help kind help,direct,0
homeless live mais gate cannot stay house pax vila thank,direct,1
theyre announcing lot rain haiti tomorrow,direct,1
message cut read ouquets suppose rest croix de bouquet zone called campeche dumay,direct,0
received food santo croix de bouquet thanks,direct,1
gros morne wounded health care asking come help please didnt precise number wounded people,direct,1
havent received anything homeless food drinkable water helicopter come deland rd section translator note dont know deland pls call figure,direct,1
need rice flour oil milk sugar spaghetti water magi tomato paste cheese locator information text,direct,1
good evening radio heard tiyous,direct,1
please go usa able told people cannot travelfly haiti,direct,0
good afternoon help located portdepaix need food people arrived nothing eat please listen plea,direct,1
want tell digicel family perished lived fontamara live street friend allowed use phone,direct,1
please send minute phone thanks,direct,1
eating lemon nan sitron area hungry thirsty dirty please save dying,direct,1
address answer hope,direct,1
starting saint michel delatalay people leaving port au prince coming friend send help saint michel,direct,1
3 child house destroyed everything there one incomplete,direct,1
hello leogane area signo banbou foundation need food water dont forget area receive anything yet,direct,1
simpaties haitian people,direct,0
i way send help cap haitien many people incomplete,direct,1
people living pap cap haitian alot people city,direct,0
point hunger going even issue aid,direct,1
would like know people chansolm portauprince going get help,direct,1
petitgoave great need water food whatever finished,direct,1
see house destroyed starving food live mariani carrefour cannot take anymore help,direct,1
th section gros morne leogane one help flue hunger homelessness compromised soil structure,direct,1
cant take anymore help u please likely coming everywhere portauprince leogane,direct,1
department grand anse alot problem,direct,0
waiting distribution food nazon area suffering much please pas message along,direct,1
person alive caribbean market help save,direct,1
carrefour lamentin route rail centre la grace hospital need food medication water need help food water medecine tn using openstreetmaps found large building lamentin could hospital please confirm,direct,1
asking water food tent,direct,1
need tent water food child sick fever,direct,1
without help please help homeless,direct,1
dont food water money house collapsed portauprince everything inside need work need incomplete text probably,direct,1
aide needed food water,direct,1
need food water please,direct,1
please suffering give cahnce save life please call number involved thak four comprehension,direct,1
need food water toilet security force need present distribution good happens plaza canape vert place canape vert please bring tent please save u french nous avon besoin de nourriture deau de wc svp venez avec le force de securite pour garantir le bon droulement de la distribution de ce item nous somme sur la place du canape vert apportez aussi de tentes svp aidez nous,direct,1
live fontamara problem lack food shelter please help u,direct,1
zone jandeni first secton small river artibonite,direct,1
people grand goave especially n foch hungry sleeping street please help,direct,1
lot victim arrive hospital erez marchand dessalinestheres lot doctor volunteer place,direct,1
cold front cuba morning may come haiti tomorrow isolated shower also forcasted region evening,direct,1
thank choosing help haitian haiti salute name lord,direct,1
located leogane lompre house food water,direct,1
intersectioncrossroad paloma need water food please,direct,1
please put prepaid card minute want someone overseas,direct,0
every kind food water tent first aid kit,direct,1
please help lost famely got one person use take care got phone number social number said help,direct,1
asking help please cant longer take come rescue u cant find help stop come see u waiting thamk advance,direct,1
need food water located dincombe street college louis mercier one lamarre streer parking,direct,1
dont forget la sogebank lot victim thank,direct,1
thank much going follow,direct,0
mirebalais cyber cafe working across wester union,direct,0
hi cite militaire association heard people giving help find anything yet,direct,1
need go find family usa house clothes money food come zone please help,direct,1
lot problem cannot sleep eat brought help u want go united state toour family help u help u please,direct,1
big problem barade asking digi see u die food starvation ok thank,direct,1
people delmas asking let die dead people odor hunger thirst sunburn heard shelter medicine given never got,direct,1
want build capital another place,direct,0
child need food water medical care etc,direct,1
need help jumelle street delmas port au prince,direct,1
need help food water medicine right across justice palace,direct,1
lot problem cant call family port au prince need card cell phone please,direct,1
need aid fontamara husband home please contact number thank,direct,1
need food amd water alot kid,direct,1
la plenn food water living god waiting help,direct,1
need food clothes lasile,direct,1
home hungry nothing please help,direct,1
house nothing,direct,1
bicentenaire broken go see,direct,0
bois moquette help sleeping cold tent criminal place,direct,1
help call number thanks note call check location,direct,1
street whole family address martissant street,direct,1
need help located place front palais de justice lot baby need water food medication,direct,1
kenscoff home sleeping street need first aid kit,direct,1
need send dollar cam transfer mer note uncomplete message person trying ask someone send money money transfer house cam message truncated please call check,direct,0
female assiciation shada need food water tent medication around damien carrefour shada,direct,1
please help street bwamonket impasse pericles ffod water,direct,1
contact father chicago work national palace,direct,0
located rue stmartin close ruelle mariela need help since earthquake sleep street need water food tent committee sta note message truncated call detail,direct,1
food water needed benoit batraville school laboule,direct,1
address radio station ask need drop file committee created thanks advance,direct,1
address radio station ask need drop file committee created thanks advance,direct,0
cant find anything even little water help,direct,1
location dont know help u please,direct,1
longer bother much problem keep texting never reply good night,direct,0
street dress help please,direct,1
victim south department aquin havent found help yet lot people area help still,direct,1
please brother help thing going harder harder life really expensive please help,direct,1
lot people left city go province rural area need encourage decentralization create work camp,direct,1
called radio station anything contacted people nothing contact u number please come help u number provided message,direct,1
need white man give tent cause government police take,direct,1
food distribution area live,direct,1
thank im northwest countryside im able find cyber cafe function im going see listen radio,direct,0
please number call get information,direct,1
law student dont place stay home destroyed havent received aid foreigner sent,direct,1
kan people stationed riboncy street honorat nazon area water tent please help u,direct,1
calboi place need food water,direct,1
need help please ar carrefour pernier please verify location,direct,1
dear friend say something lot problem mom dad brother sister gone one call please help,direct,1
need rescue team need help delmas thank,direct,1
starving food located carrefour,direct,1
group people living tabarre dying food please help,direct,1
cant communicate cause money calling card,direct,0
countryside getting overcrowded need help miragoane,direct,1
location sending cry help cant take anymore life pricy need visa go work abroad help mother father died,direct,0
im homeless need tent kid,direct,1
location gov official showed see u kid message truncated,direct,1
food medication needed camp cayes written priest sacrecoeur parish,direct,1
body help dont know please help,direct,1
received anything canape vert please help,direct,1
need food water shelter lighting,direct,1
im homeless cabaret please help,direct,1
need since earthquake assistance everything finished b ten,direct,1
clothing food tent sun rain giving u really hard time incomplete,direct,1
blancha nothing one visited u day terrible,direct,1
give information please note call find heshe want,direct,0
somewhere gressier found help yet need food water wc asap everybody area need,direct,1
radio echo petit goave lost baselais volcy radio station really bad shape,direct,1
there place leogane called kachandl lot collapsed home people make home blanket tent plus havent received help,direct,1
location please send u help lot child,direct,1
office direction wall discotheque studio almost crumbled entrance cracked well wall broadcasting street note please call ask exact location,direct,1
something u already used everything bertin carrefour thank,direct,1
please help nobody believe hear cry give something continue study,direct,1
village solidarite people nothing little baby need fed food please kotex available woman period lot problem please help,direct,1
find aid u sent live leogane zone merge,direct,1
visit site looking help please people dont die hunger thank,direct,1
today lot hurt would need medical attention suffered psychological trauma would need see psychologist town incomplete part message,direct,1
please come help u pi aviation aviation street,direct,1
live department south country part country aquin section lakolin want ask get help people living,direct,1
capital la kolin la colline need aid,direct,1
know sleeping place canape vert outside cant find tent sleep dont food money,direct,1
never got help kept going little able keep please help u,direct,1
lot wounded people portauprince miragoane petit goave leogane came le cayes come help le cayes,direct,1
place clercine baby need eat,direct,1
house destroyed sleeping outside rain dont food incomplete,direct,1
please help u find tent family people incomplete seems end message,direct,1
problem talking people port au prince please talking people god bless u,direct,1
live gonaives wounded dying cant havedont doctor,direct,1
accountant two engineer please help u find work food,direct,1
lost mother father people died people dear living someone need help note call location,direct,1
medicine sick people gonaives,direct,1
people water food suffering,direct,1
lot problem house colapsed dont clothes p,direct,1
live gonaives need help hospital raboto need water food medication thousand people need medical attention right,direct,1
u sleep student nd year good science possible get help please,direct,1
3839 united state come come help th communal section aquin international organization child ok please respond quikly,direct,1
think right someone god something u short time mom little brother shelter,direct,1
moral support situation overwhelming u need find way go find family u one left incomplete,direct,1
practically help wasnt god would died hunger incomplete,direct,1
cold front cuba morning might hit haiti tomorrow lot isolated intense rain shower predicted region tonight incomplete beginning message,direct,1
knew target people need giving people knew time want thing change theyre helping aread shove incomplete follows last message translated,direct,1
cant reach father who located portauprince dont sufficient credit phone,direct,1
hello please would like join family u,direct,1
hello alot people left port au prince came city province would good incomprehensible would think people nothing,direct,1
hungry nothing eat since earthquake happened received anything carrefour area bertin,direct,1
come help u nothing live carrefour area bertin,direct,1
problem house destroyed,direct,1
people route de lamiti find food tent water please help u,direct,1
bring money people thank,direct,1
hello would like leave u get family dont give u anything nothing plead help,direct,1
immediaterly would like find family usa,direct,1
live impasse ida poupla avenue water drink help u,direct,1
please open door really difficult spot thank,direct,1
need precise address information seeking water drink,direct,1
n b food distribution via helicopter helpful lot intelligent student neighbourhood dying hunger please hurry come help,direct,1
location good morning jesus name people living one appartment one survived sleeping street,direct,1
hi living delmas people lost evrything need help food please,direct,1
homeless live mais gate cant stay house pax vila need kind help thank advance,direct,1
live senmak latibonit havent able find radio,direct,1
found nothing pont morin number starving,direct,1
inside god bless may grace digicel good job,direct,1
so emergency urgent situation carrefour feuille ridore street,direct,1
impasse colon turgeau need help food youth willing work thank,direct,1
bonjour need go canada passport help please thank,direct,1
would like join family atlanta georgia birth certificate bank account get help please,direct,1
gonna let u die gommiers please send u help,direct,1
salute charge digicel name god client digicel victim earthquake happened january problem house cracked would like go jeremie note name location given,direct,1
pas message karaib radio station im jacmel tunned karaib fm,direct,1
committee work help victim earthquake mange lot people victim biggest problem child suffering personal note mange slum area ocean accross bolosse martissant area,direct,1
since last night cannot get cell phone get busy signal,direct,0
baby died another bad diarrhea please send water medecine food,direct,1
greeting people receiving text message staff delmas haiti sending people far salvation army center msg lost,direct,0
location water food tent child starting sick,direct,1
guy forgot people carrefour bertin,direct,1
good morning please would like know money transfer company still opened capital didnt find aid given note name location given,direct,0
cannot wait anymore american please come save u waiting note name location given,direct,1
live mariani longer house im sleeping street please help,direct,1
help la fondation regars sise laboule people,direct,1
need call family abroad let know im alive dont mean please help,direct,1
people le irois jeremie need help please,direct,1
need help nazon street extend sylvio cator water food tent please message english,direct,1
congratulate minustah support give haiti people never forget take opportunity tell take courage learned victim recent catastrophe,direct,1
so nazon bartholy road seguineau family street still havnt gotten water food please let everyone know,direct,1
thank much mariani rue la victoire extended facing sort problem even water scarce maybe far reason reached,direct,0
im au cayes would like know local pnud port au prince collapsed family working never got news,direct,1
need go find family u dont house cloth food,direct,1
please hurry hungry fontamara,direct,1
need assistance water food medical care,direct,1
help ive writing day youve never called,direct,1
fontamara louis st route receive anything need water thank waiting,direct,1
thaks lot message day like message sm received receive glass water life,direct,1
please tell u number find radio speak creole thank understand people ti boucan cant handle hunger longer killing u,direct,1
need drinking water food medecin flu infection fever fontamara rue menos prolongation,direct,1
belair number incompleteend message,direct,0
hello people courtyard miki fontamara menos street extension water please something,direct,1
bois verna near sogesol need food,direct,1
im portauprince everyone tell need food currently living portauprince hungry please save u text give specific location except portauprince,direct,1
found im cap haitian house portauprince destroyed,direct,1
send aid area would good never received anything thank much note please request exact location call check,direct,1
people would like aid would like aid waiting call see could thank,direct,1
sat aral street hade aid even effort done,direct,1
hi student house destroyed id like perticular help please,direct,1
la plain marin imp desmond hungry dying,direct,1
im klesin need water food child cite soley,direct,1
need food water medicine thank savanna th section komin tirivy artibonite,direct,1
havent seen anyone come help even though asked people delmas rue ducosquer woman men kid thank diligence,direct,1
please try find way help barely surviving grand rue portail saint joseph la court gerard,direct,1
oh please need food water stay child,direct,1
need food water leogane please,direct,1
im hard time im asking help lost everything anything send appreciated let know sm god bless,direct,1
rural inhabitant bon repos far la plaine area receive help authority lot child sleep outside openly andor rain please need tent shelter,direct,1
sorry got nothing hear power radio cellphone please write call need help,direct,1
please help live high south department,direct,1
thank much info radio,direct,0
tell im fine im need telling message arrived success dont anything tell thank,direct,0
anything sleep street go place providing help note please ask exact location,direct,1
road called rue benway ti guave need tent need food dying hunger money buy little food sold need care please help,direct,1
make contact thank note appears follow email,direct,0
doteur obri st seza st makajou st need water antibiotic germ really fast cannot handle,direct,1
need water food tent rain freres road impasse dorsainvil,direct,1
unique hospital centre affording much people already,direct,1
affected please send u thing sen sirin juvenat road,direct,1
earthquake many felllow country men left port au prince escaped return empty hand ask u come people,direct,1
wife understands better tell u doesnt sound like need help available help,direct,1
always commune gressier section th note incomplete ask detail help,direct,0
portauprince werent able save anything need help,direct,1
internet area mirebalais working go register name family,direct,0
need help catastrophe january already two week rain plantation lot animal goat pig cattle,direct,1
weve found fifty house suffered mamages totally enough food feed people came give u enough tool seed plant thanks lot,direct,1
route de frere rue corlette thank,direct,0
im asking everyone getting thing im getting anything live mariani odm asking help,direct,1
id like find job translation plz,direct,0
need go family united state dont home clothing didnt give food area live thank note name location given,direct,1
live riviere froide lot people lost house dont water food suffering sleeping rain dont sheet,direct,1
requesting govement set solar panel energy communication clear trouble,direct,1
friend asking water food,direct,1
dont know else getting best im cap haitian still cant sleep inside house sleep public square boday want,direct,1
people north western get signal,direct,0
card call family,direct,0
inhabitant zone belair especially docteur aubry street macajoux street rue street cesars pitiful state truncated please someone better handle pap geography check sure coords right,direct,1
food left looking help food dont clothing issue water food left incomplete,direct,1
could u thanks advance incomplete end message,direct,1
so cour watson situated rd th bolosse avenue starving thirsty please help,direct,1
living deplorable condition street sleeping outside incomplete,direct,1
need tent fontamara impasse broyer adon,direct,1
thank much responding hurt house destroyed ive lost two child ive received nothing,direct,1
asking digicel tou please work network need get touch family member abroad so,direct,1
greet im digicel client victim quake january im writing message see guy help,direct,1
cannot make call today please help u plaisance thank,direct,1
hello petionville area need tent food water,direct,1
im road family child dont home sleeping near adventist hospital diquini carefour house destroyed please help,direct,1
committee delmas citron send message people citron hungry aid yet get please,direct,1
theyve forgotten u area,direct,1
hi menos road fontamara mikis yard cant handle anymore please help u,direct,1
good day house destroyed sleeping l artibonite,direct,1
im ti riviere little river artibonit need send gourde cell phone,direct,0
would like continue right away study useful country thank choose help young haitian struck great tragedy,direct,1
say many thanks hope wont,direct,0
hi digicel please since morning cant make call cell phone sound busyplease try fix problem,direct,0
leogane red gate section want help becaus victim,direct,1
good evening ile de la tortue lot student victim portauprince doiing victim lot havet tue,direct,1
u need help suffering hear u,direct,1
people temporary shelter grand goave every day people coming lot issue drinking water food medicine,direct,1
asking help please cant take anymore everything become expensive money buy anything grand goave capion,direct,0
4636 heard minustah fm fm fm know thank,direct,0
mariani prolong received even drop water,direct,1
im desalin street kastro land thanks,direct,1
house crushed child im hungry dont clean water drink need much im gresye billy beach,direct,1
comunity called kokoye coconut croix de bouquet street,direct,1
dint receive nothing yet plaine cul de sac located santo empasse souverin number thanks,direct,1
hello digicel im writing tell lot problem house destroyed food water call cannot go im waiting response,direct,1
christ king akasya road bus,direct,1
happy recieved answer message hope find help thank god bless,direct,1
survivor help please sleeping outside like animal thanks advance,direct,1
food need dont access internet,direct,1
dying please help goud well telphone help please digicel,direct,1
need help clobbered,direct,0
need tent light food saintlouis de gonzague usecondary school delmas,direct,1
dying hunger please bring u food juvernat road refugee situated entrance canadien embassy near saint surin,direct,1
ok thanks need food,direct,1
computer dont way computer,direct,0
give reponse job,direct,1
place called kanapeve also known kno havent came see u yet,direct,1
good evening survival comitte delma jack premye ri sengor citron football field need food rice pea corn flour,direct,1
please something u said radio bring relief point please something u asi gm,direct,1
im carefour find tent help thankyou information,direct,1
need food find food,direct,1
radio minustah fm working,direct,0
need job speak english spanish french experience interpreting,direct,0
would like know red cross helping,direct,1
carrefour mon repos rue duga problem food drinkable water help u please,direct,1
need continue plant need take care health malaria typhoid gwoupman peyizan plante fondikake gppf,direct,1
leogane part point river moment cant get anything even little water find water get dirty every aftershock,direct,1
address abli kol fondikakkoray grandanse haiti,direct,0
good evening red cross found mon repos k,direct,1
someone came water food city leoganne please bring people brachi assistance send message child finished,direct,1
portauprince leogane behind city,direct,1
would like find food least take care people care little money christ come bac,direct,1
wow help rest family thats left twelve people charge,direct,1
driver small car motor please something,direct,1
need u visa moment need dont anywhere sleep whole family side,direct,1
government office working,direct,0
western union delams open,direct,0
so people city bourdon area avenue john brown bourdon,direct,1
need help need tent water food medicine please send message,direct,1
hello im ok hungry help please,direct,1
took reto test failed take nto found profession opportunity continue,direct,0
relay message people place mais gate asking autorities send tent food u,direct,1
good evening digicel second level church saint maire yet receive anything besides water help u please,direct,1
survived january port au prince came dessalines u local government cant anything,direct,1
hi hungry need food house iare destroyed please go receive help,direct,1
im going pray faith,direct,0
someone access internet bring cv,direct,0
near savanne road jacmel need help dont food water,direct,1
croixdesbouquets find help water food,direct,1
haitian center cooperation internationnal asking water food tent victim delmas carrefour leogane jacmel carrefor feuille,direct,1
people together area area carrefour near bertin titus route riviere froide people yet found nothing water food care anyone would like help,direct,1
people mahotire hungry,direct,1
received message happy find job help poor family cv studied pharmacology,direct,0
portauprince island la tortue tortuga misery island great could come would good,direct,0
people carrefour zone bertin titus route riviere froid people havent yet anything water food medicine anyone help,direct,1
cant leave there internet house destroyed cant save paper house flat suffering aprimature,direct,1
give something havent received anything greedy volunteer arent sharing suffering people selling stuff white people brought instead distributing,direct,1
located mont nabrile third section valley jacmel lot people coming outside need tent food water medication doctor,direct,1
located miragoane house destroyed port au prince,direct,1
need kind cant read jacmel thanks lot,direct,1
hit earthquake lost home nothing please need help,direct,1
live petitgoave people kind problem getting help please send u help food please,direct,1
ile de la gonave need god help victim,direct,1
im finished school born june ki,direct,1
house live food eat,direct,1
house crumbled month old baby he still alive think he hurt need medical attention,direct,1
need food delmas dying hunger need help please send u food,direct,1
make understand big true love maybe one day curee cryingi want know object,direct,0
thought would like love sincerely wish last want share life everything ok love,direct,0
live saint marc house destroyed neighborhood need food money need woktou,direct,1
need food address waney inside carrefour,direct,1
haitian citizen looking work help,direct,1
many wounded people january th earthquake arrived town dame marie cannot find medical care wounded andor destitute,direct,1
give assistance need please,direct,1
number need ask job,direct,0
know haiti dont name get anything aid even red cross,direct,1
victim living capital im rheto rhetoric need help finishing school going study higher learning,direct,1
happy hear message space difficult cold eating u need tent blanket mattress bed,direct,1
friend there several family refugee makady street front krepsak boudon football field please need food water,direct,1
need food eat never get food almost ready die could please come see u across lhopital card,direct,1
please need food water place stay kid please live delmas way inside,direct,1
people tomasin victim need help people thank advance,direct,1
cant reply everybody must congratulate effort haitian people may god give strength help u counting guy,direct,1
pap stmarc parent house destroyed please help finish study,direct,1
need help house clothing food live christroi,direct,1
dont anything live koupla,direct,1
refugee capital haiti came la gonaives dont anything give unless get help la gonaives,direct,1
commune gree session peitit bouquin there bunch people dying,direct,1
good evening email jobpam,direct,0
im victim lived capital nd im asking help finish school send another country study,direct,1
ok thank information given great night name great master,direct,0
need food water inat moleard bonrepos,direct,1
would like call would like talk,direct,0
haiti one victim,direct,1
well klesin sending,direct,1
im jean rabel population huge there hunger,direct,1
live behind christ roi church merely street need water tent,direct,1
pap need somebody come pick card cell,direct,1
brabalance hunger killing u please bring u aid,direct,1
would like help u beach rue oleron god bless,direct,0
need pontsonde victim port au prince,direct,1
informant predict earthquake haiti,direct,1
give something please,direct,1
organization tabarre area clersine crossroad much sadness people disaster victim despite effort already made,direct,1
still cant find food whatsoever actually dying hunger please help u save remaining brother sister still alive please,direct,1
